OBJECTID,Shape,SeepID,Date,Seep_Name,Latitude,Longitude,Clay_Layer_Presence,Clay_Layer_Depth__cm,Temperature,Conductivity_mScm,Salinity,DO,DOmgL,pH,Water_Presence,Flowing_Water,Blackened_Leaves,Visible_Exit,Phosphates_ppm,Nitrates_ppm,Radon__Bq_m3,Stygobromus,Crangonyx,Caecidotea_kenki,Caecidotea_jeffersoni,Caecidotea_sp__Unknown,Fontigens,Inhabitants,Species_identified,PARKNAME,Notes,ORIG_LABEL,SGMC_LABEL,UNIT_LINK,UNIT_AGE,ROCKTYPE1,ROCKTYPE2,AWC,CLAY,KFFACT,OM,PERM,THICK,HYGRP,DRAIN,LL,IFHYDRIC,AFLDFREQ,Precipmm,Snowfallmm,Snowdepthmm,MaxtempC,MintempC,ElevationM,SlopeDegree,TWetnessI,SEEP_DIST,INHAB_DIST,ROAD_FID,ROAD_DIST,TRAIL_FID,TRAIL_DIST,OUTFALL_FID,OUTFALL_DIST,IMPERV_DIST,BORDER_FID,BORDER_DIST,BORDER_FEAT,radius,area_circ,compactness,core_area,core_per,neighbor_d,Seeps_per_m2,Proportion_Inhab,Count_Species_inpatch,Seepsperpatch,Count_Inhab_inpatch,Is_Calvert,Is_Upland,Is_Water,Is_Potomac,Is_Lowland,SoilC_FAC1,SoilC_FAC2,SoilC_FAC3,SoilC_FAC4,SoilC_FAC5,SoilC_FAC6,Rock1_gravel,Rock1_sand,Rock1_water,Rock2_none,Rock2_clayormud,Rock2_sand,Bin_hotspot,Bin_inhabited
51,Point,NACE122,11/17/2016,T16-9 Site 2,38.840827,-76.979005,Y,5,10.39,0.534,0.36,26.6,2.94,3.84,Y,N,Y,N,<Null>,<Null>,<Null>,0,0,0,0,0,0,0,<Null>,OXON RUN PARKWAY,Re-did the pH on 11.22.16 and got 4.36 (after re calibrating); revsited 2.25.19 to collect radon,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,0,0,0,16.7,3.3,28.892,6.714868,6.412803,10.597787,59.517226,1850,92.045813,5,1773.654024,233,136.71735,71.724897,20,58.331627,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,0
53,Point,NACE125,11/22/2016,T17-9 Site 1,38.841946,-76.975472,Y,17,6.99,1.581,1.24,2.5,0.3,5.29,Y,N,Y,N,-10.637,0.087,450.98,0,0,0,0,0,0,0,<Null>,OXON RUN PARKWAY,"Clay-17 cm down is a sandy clay, 35 cm down is a rock layer",Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,0,0,0,6.7,1.1,32.251,19.70113,3.560254,274.175975,274.175975,1875,32.129071,5,1637.157387,74,72.135477,28.65245,20,28.942723,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,0
54,Point,NACE72,3/19/2014,T6-1 Site 2,38.841685,-77.006871,<Null>,<Null>,5.47,0.331,0.26,73.2,9.23,6.74,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,102,-1.1,-2.2,27.488,16.9094,3.733053,323.033258,323.033258,1424,69.442538,146,2290.686067,217,994.411195,69.442617,22,56.922538,NatParkBorders,974.290393,2982128.454498,.073072,168223.354083,3844.121647,18.447452,6E-005,.307692,3,13,4,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
55,Point,NACE68,3/5/2014,T7-3 Site 8,38.843555,-77.004361,Y,35,9.08,0.343,0.24,93.8,10.83,6.19,Y,Y,Y,Y,6,10.485,6633.215099,0,1,0,0,0,0,1,"1 Crangonyx,",SHEPERD PARKWAY,revisted on 12.11.15,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,13,79,102,-3.3,-11.7,34.877,8.656969,6.412803,47.428321,0,35,58.604898,146,2267.539071,221,1023.785277,58.605086,22,9.907706,NatParkBorders,974.290393,2982128.454498,.073072,168223.354083,3844.121647,18.447452,6E-005,.307692,3,13,4,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
56,Point,NACE67,3/5/2014,T7-3 Site 7,38.844039,-77.004362,<Null>,<Null>,4.37,0.19,0.15,83.5,10.85,7.6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,0,0,0,0,"3 species of amphipod, 1 species of Isopod",SHEPERD PARKWAY,Did not sample because was in a streambed and couldn't determine where the seep was.,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,13,79,102,-3.3,-11.7,30.14,24.82041,3.587422,47.428321,47.428321,35,99.277224,146,2233.387898,221,1058.437619,98.123328,22,49.309822,NatParkBorders,974.290393,2982128.454498,.073072,168223.354083,3844.121647,18.447452,6E-005,.307692,3,13,4,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
57,Point,NACE69,3/7/2014,T7-3 Site 9,38.844604,-77.005218,Y,62,2.93,0.074,<Null>,14,2.8,6.98,Y,Y,Y,N,6,7.836,550,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,revisted 12.11.15. this is in a stream so couldn't see if there was extra water coming out somewhere.,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,51,7.8,-6.7,22.797,2.956529,4.24632,10.597355,143.019544,3892,33.430351,146,2125.712579,221,1165.700314,30.407484,22,27.137935,NatParkBorders,974.290393,2982128.454498,.073072,168223.354083,3844.121647,18.447452,6E-005,.307692,3,13,4,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
58,Point,NACE71,3/13/2014,T7-3 Site 12,38.844746,-77.005374,<Null>,<Null>,7.4,0.367,0.27,55.8,6.52,5.85,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,22.2,6.7,22.153,3.614745,6.412803,10.597355,149.545245,3892,33.429276,146,2118.364063,221,1172.957349,30.365663,22,27.137292,NatParkBorders,974.290393,2982128.454498,.073072,168223.354083,3844.121647,18.447452,6E-005,.307692,3,13,4,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
59,Point,NACE70,3/12/2014,T7-3 Site 11,38.844737,-77.005505,Y,5,8.06,0.355,0.24,35.5,4.18,5.88,Y,N,Y,Y,6,0.3345,5566.528598,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,raining. Lots of iron,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,16.7,3.3,21.098,1.276587,6.412803,15.895932,160.152028,3892,33.427535,146,2107.393268,221,1183.937252,30.34441,22,27.136375,NatParkBorders,974.290393,2982128.454498,.073072,168223.354083,3844.121647,18.447452,6E-005,.307692,3,13,4,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
60,Point,NACE62,2/13/2014,T7-3 Site 2,38.844831,-77.000375,Y,5,4.95,0.594,0.39,17.9,2.5,7.1,Y,N,Y,N,18.037,0.5315,550,0,0,1,0,0,0,1,"2 Diptera larva, 3 Clams, 21 Isopoda kenki",SHEPERD PARKWAY,Revisted 11.13.15,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,.6,-8.9,44.145,2.284892,6.412803,0,0,1489,13.0761,146,2426.631441,221,948.286342,10.140852,21,6.833469,NatParkBorders,974.290393,2982128.454498,.073072,168223.354083,3844.121647,18.447452,6E-005,.307692,3,13,4,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
61,Point,NACE63,2/14/2014,T7-3 Site 3,38.844889,-77.000298,Y,6,6.43,0.6,0.44,37,4.33,6.22,Y,N,Y,N,23.103,2.3965,11564.97941,0,0,1,0,0,0,1,3 Isopoda kenki,SHEPERD PARKWAY,Revisted 11.13.15,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,30.5,178,178,-2.2,-9.4,44.145,2.284892,6.412803,0,0,1489,13.0761,146,2426.631441,221,948.286342,10.140852,21,6.833469,NatParkBorders,974.290393,2982128.454498,.073072,168223.354083,3844.121647,18.447452,6E-005,.307692,3,13,4,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
63,Point,NACE77,11/13/2015,T7-3 Site 1,38.844779,-77.003836,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Y,N,Y,Y,7.155,0.397,550,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,"New Seep found. Only collected soil, area, no YSI or amphipod search. Check on map if near any others. Hit rocks at 30 cm and couldn't go any further down.",Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,17.2,7.8,26.53,9.544643,6.412803,26.493078,140.493991,3892,13.150878,146,2198.113615,221,1102.218048,10.027136,22,6.817404,NatParkBorders,974.290393,2982128.454498,.073072,168223.354083,3844.121647,18.447452,6E-005,.307692,3,13,4,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
64,Point,NACE65,3/1/2014,T7-3 Site 6,38.844802,-77.004103,Y,32,4.15,0.113,0.09,43.6,5.57,5.68,Y,N,Y,N,6,0.182,5576.04784,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,revisted 12.11.15,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,5,-11.1,26.709,18.19938,3.650363,26.493078,135.923321,3892,13.143154,146,2178.921829,221,1118.604687,9.986801,22,6.81624,NatParkBorders,974.290393,2982128.454498,.073072,168223.354083,3844.121647,18.447452,6E-005,.307692,3,13,4,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
65,Point,NACE66,3/1/2014,T7-3 Site 1,38.844781,-77.004586,Y,38,1.43,0.172,0.15,36.4,5.05,5.81,Y,N,Y,N,14.847,0.182,5800.164613,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,revisted 12.11.15,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,5,-11.1,24.386,15.93499,3.774792,42.389208,139.188981,3892,13.176565,146,2148.537634,221,1145.610671,10.044665,22,6.814263,NatParkBorders,974.290393,2982128.454498,.073072,168223.354083,3844.121647,18.447452,6E-005,.307692,3,13,4,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
66,Point,NACE79,11/17/2015,T7-1 Site 6,38.847481,-77.006135,N,<Null>,13.56,0.684,0.43,75.4,7.84,5.76,Y,Y,Y,Y,24.416,4.016,2182.964808,0,1,0,0,0,0,1,crangonyx,SHEPERD PARKWAY,Could only go 10 cm down. Hit rocks.,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,17.8,1.1,36.106,28.67502,6.412803,31.419322,0,1536,46.065613,146,1857.640842,77,1156.446994,46.065813,24,42.350125,NatParkBorders,1611.628648,8159799.049608,.03563,214781.514715,5163.251632,17.823068,5.5E-005,.5,3,16,8,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
67,Point,NACE78,11/17/2015,T7-1 Site 5,38.847576,-77.005932,Y,0,14.28,0.698,0.43,81.9,8.41,6.22,Y,Y,Y,Y,76.576,4.193,2074.054295,0,1,0,0,0,0,1,"terrestrial isopod, symphyla, crangonyx, chironomidae",SHEPERD PARKWAY,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,17.8,1.1,42.683,16.49491,3.840043,31.419322,0,1536,27.752212,146,1851.99595,77,1162.475588,27.752312,24,24.025066,NatParkBorders,1611.628648,8159799.049608,.03563,214781.514715,5163.251632,17.823068,5.5E-005,.5,3,16,8,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
68,Point,NACE81,11/24/2015,T8-2 Site 1,38.848653,-77.003061,N,<Null>,8.4,0.347,0.25,10.2,1.19,5.31,Y,N,Y,Y,6,0.541,550,0,0,0,0,0,0,0,collembola,SHEPERD PARKWAY,No clay. Got to depth of 1 meter. Increased in clay but no distinct layer.,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,8.3,-1.1,35.283,10.50233,9.385987,20.326389,20.326389,1547,49.816199,146,1991.203023,77,1381.311364,49.816118,24,46.527034,NatParkBorders,1611.628648,8159799.049608,.03563,214781.514715,5163.251632,17.823068,5.5E-005,.5,3,16,8,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
70,Point,NACE86,12/1/2015,T8-2 Site 5,38.84878,-77.003907,Y,0,9.83,0.115,0.68,106.9,12.17,5.47,Y,Y,Y,Y,6.2165,6.995,550,0,1,0,0,0,0,1,crangonyx,SHEPERD PARKWAY,Raining hard during sampling. Possibly low pH because of it?,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,4.1,0,0,10.6,4.4,40.708,23.70262,3.320282,50.310439,0,1547,17.162377,146,1913.846414,77,1299.433462,17.162236,24,14.420417,NatParkBorders,1611.628648,8159799.049608,.03563,214781.514715,5163.251632,17.823068,5.5E-005,.5,3,16,8,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
72,Point,NACE83,11/24/2015,T8-2 Site 3,38.849256,-77.003112,Y,0,9.88,0.458,0.32,93.1,10.51,5.2,Y,Y,Y,Y,6,0.182,550,0,1,0,0,0,0,1,crangonyx,SHEPERD PARKWAY,<Null>,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,8.3,-1.1,24.043,3.483422,3.958334,26.491574,0,1547,96.944859,146,1945.729404,547,1349.219205,96.944728,24,94.074166,NatParkBorders,1611.628648,8159799.049608,.03563,214781.514715,5163.251632,17.823068,5.5E-005,.5,3,16,8,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
73,Point,NACE85,11/24/2015,T8-2 Site 8,38.849283,-77.003423,Y,39,8.89,0.325,0.23,34.3,3.98,4.75,Y,N,Y,Y,6,0.294,550,1,0,0,0,0,0,1,stygobromus,SHEPERD PARKWAY,We think there are stygobromous,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,8.3,-1.1,27.536,12.80838,<Null>,20.326391,0,1550,73.95755,146,1923.288635,77,1333.38147,73.957454,24,75.278559,NatParkBorders,1611.628648,8159799.049608,.03563,214781.514715,5163.251632,17.823068,5.5E-005,.5,3,16,8,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
74,Point,NACE89,12/1/2015,T8-2 Site 7,38.849397,-77.000938,Y,0,12.78,0.569,0.37,58.6,6.19,4.95,Y,Y,Y,Y,6,1.8435,1333.308078,0,1,0,0,0,0,1,Crangonxy,SHEPERD PARKWAY,no soil sample because clay on the surface,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,4.1,0,0,10.6,4.4,28.012,5.319763,<Null>,15.894914,0,199,60.394537,146,2100.247295,547,1196.956319,60.394537,24,13.271745,NatParkBorders,1611.628648,8159799.049608,.03563,214781.514715,5163.251632,17.823068,5.5E-005,.5,3,16,8,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
75,Point,NACE88,12/1/2015,T8-2 Site 9,38.849378,-77.001154,<Null>,<Null>,10.81,0.415,0.28,33.4,3.74,5.16,Y,N,Y,N,6,0.391,2830.530379,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,look for clay layer,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,4.1,0,0,10.6,4.4,28.066,17.36269,6.412803,15.894817,15.894914,1545,68.356035,146,2086.315773,547,1208.002241,68.356035,24,3.551529,NatParkBorders,1611.628648,8159799.049608,.03563,214781.514715,5163.251632,17.823068,5.5E-005,.5,3,16,8,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
76,Point,NACE87,12/1/2015,T8-2 Site 6,38.849434,-77.001308,Y,0,10.04,1.043,0.74,47.7,5.31,5.28,Y,N,Y,Y,33.422,1.8745,550,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,pouring rain,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,4.1,0,0,10.6,4.4,27.698,7.644953,4.24632,15.894817,31.789731,1545,65.779074,146,2072.412545,547,1219.155179,65.779074,24,6.168546,NatParkBorders,1611.628648,8159799.049608,.03563,214781.514715,5163.251632,17.823068,5.5E-005,.5,3,16,8,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
77,Point,NACE80,11/17/2015,T7-1 Site 7,38.849638,-77.003784,Y,20,13.17,0.334,0.21,2.8,0.3,5.63,Y,N,Y,Y,6,0.182,4306.596703,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,gray clay,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,17.8,1.1,38.727,24.80071,6.412803,51.606682,51.606682,1550,38.265183,146,1874.771697,77,1296.50263,38.265083,24,41.593074,NatParkBorders,1611.628648,8159799.049608,.03563,214781.514715,5163.251632,17.823068,5.5E-005,.5,3,16,8,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
78,Point,NACE112,3/3/2016,T16-7 Site 1,38.851113,-76.98013,Y,0,7.16,<Null>,0.06,60,6.7,7.67,Y,N,N,N,167.971,0.0466,<Null>,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,<Null>,Tc,Tc;5,Calvert Form,Miocene,sand,clay or mud,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,3.8,0,0,19.4,3.3,66.942,8.011762,3.650363,495.907679,567.517107,2456,10.912625,5,723.421811,549,406.612105,10.912556,25,8.179402,NatParkBorders,757.65993,1803425.245804,.061526,72228.970422,3122.628274,12.500701,9E-006,0,0,1,0,1,0,0,0,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,0,1,0,0,1,0,0,0
79,Point,NACE75,11/10/2015,T7-1 Site 3,38.85086,-77.003583,Y,5,13.01,0.402,0.25,15.1,1.59,5.59,Y,N,Y,N,6,2.137,1942.650542,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,14.4,1.7,25.064,18.02667,6.412803,33.390646,176.878206,1576,51.390376,146,1821.109714,547,1275.830995,50.496512,24,5.983669,NatParkBorders,1611.628648,8159799.049608,.03563,214781.514715,5163.251632,17.823068,5.5E-005,.5,3,16,8,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
80,Point,NACE76,11/10/2015,T7-1 Site 4,38.850952,-77.003366,y,1,13.29,0.096,0.06,44.4,4.58,4.88,Y,N,N,N,16.161,0.113,1634.099067,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,14.4,1.7,19.686,0,3.526054,33.390646,196.774568,1576,35.007142,146,1835.265991,547,1242.513653,27.424563,24,26.298793,NatParkBorders,1611.628648,8159799.049608,.03563,214781.514715,5163.251632,17.823068,5.5E-005,.5,3,16,8,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
81,Point,NACE111,2/25/2016,T14-5 Site 4,38.85228,-76.987067,N,<Null>,10.33,<Null>,0.49,243.1,27.13,7.92,Y,Y,Y,N,5,1.1765,<Null>,0,0,1,0,0,0,1,Caecidotea, ,<Null>,Tc,Tc;5,Calvert Form,Miocene,sand,clay or mud,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,13.5,0,0,6.7,3.9,34.068,6.363404,7.580749,33.389957,0,2774,18.909979,5,1085.049708,549,552.519148,18.910003,25,545.578151,NatParkBorders,2732.197537,23451665.809704,.018123,294425.239601,10423.348023,12.500701,7E-006,1,2,3,3,1,0,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,0,1,0,0,1,0,0,1
82,Point,NACE74,11/10/2015,T7-1 Site 2,38.851966,-77.005471,Y,11,13.65,0.193,0.12,60.9,6.33,5.68,Y,N,N,N,24.041,4.171,1514.113554,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,isopod collected,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,14.4,1.7,8.357,8.418035,4.24632,42.384724,359.985669,1576,13.985294,146,1613.118332,77,1145.107829,13.98544,24,.804731,NatParkBorders,1611.628648,8159799.049608,.03563,214781.514715,5163.251632,17.823068,5.5E-005,.5,3,16,8,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
83,Point,NACE73,11/10/2015,T7-1 Site 1,38.852059,-77.005953,Y,10,14.91,0.536,0.33,53.2,5.34,6.69,Y,N,N,N,346.655,0.113,550,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,14.4,1.7,7.184,1.033365,4.24632,42.384724,382.957942,3916,19.660697,146,1575.263873,77,1102.956016,19.660523,24,7.476263,NatParkBorders,1611.628648,8159799.049608,.03563,214781.514715,5163.251632,17.823068,5.5E-005,.5,3,16,8,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
84,Point,NACE109,2/25/2016,T14-5 Site 2,38.852429,-76.986459,Y,21,10.48,<Null>,0.25,180,19.9,8.45,Y,Y,Y,N,5,1.448,<Null>,1,0,0,0,0,0,1,Stygobromus, ,<Null>,Tc,Tc;5,Calvert Form,Miocene,sand,clay or mud,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,13.5,0,0,6.7,3.9,35.455,3.380792,6.412803,26.49017,0,2080,16.375215,5,1028.585685,549,496.196887,16.375215,25,498.122629,NatParkBorders,2732.197537,23451665.809704,.018123,294425.239601,10423.348023,12.500701,7E-006,1,2,3,3,1,0,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,0,1,0,0,1,0,0,1
86,Point,NACE128,12/6/2016,T17-7 Site 3,38.854674,-76.974764,Y,15,10.03,0.363,0.25,6.2,0.71,6.7,Y,Y,Y,N,-6.998,0.249,<Null>,0,1,0,0,0,0,1,4 Crangonyx shomakeri.,FORT CIRCLE PARK,revsited 2.25.19 and collected radon,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,6.9,0,0,7.8,2.2,65.703,12.10994,3.733053,72.748198,0,2103,48.501453,5,233.745475,546,87.737226,48.501505,26,14.099935,NatParkBorders,734.227023,1693597.622816,.076362,93184.311951,2934.274421,11.78397,2.3E-005,.666667,1,3,2,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
